area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1225.0,2.0,2.0,49.5,2,4040.816326530612,612.5
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,55.5,2,4422.310756972111,627.5
Super built-up  Area,Ready To Move,Other,2 BHK,1191.0,2.0,1.0,90.0,2,7556.675062972292,595.5
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,3600.0,6.0,2.0,303.0,6,8416.666666666666,600.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1165.0,2.0,1.0,33.64,2,2887.5536480686696,582.5
Super built-up  Area,18-Apr,Other,2 BHK,865.0,2.0,1.0,35.11,2,4058.9595375722542,432.5
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1850.0,2.0,2.0,88.0,3,4756.756756756757,616.6666666666666
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1232.0,2.0,2.0,89.0,2,7224.025974025974,616.0
Super built-up  Area,21-Nov,Thanisandra,3 BHK,1732.0,3.0,3.0,85.73,3,4949.769053117783,577.3333333333334
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614.0,2.0,1.0,100.0,3,6195.786864931846,538.0
Built-up  Area,Ready To Move,Magadi Road,2 BHK,600.0,1.0,1.0,22.0,2,3666.6666666666665,300.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,155.0,3,7480.694980694981,690.6666666666666
Super built-up  Area,Ready To Move,Electronic City,2 BHK,919.0,2.0,2.0,34.0,2,3699.6735582154515,459.5
Built-up  Area,Ready To Move,Other,4 Bedroom,2100.0,4.0,1.0,90.0,4,4285.714285714285,525.0
Plot  Area,Ready To Move,Other,3 Bedroom,1200.0,3.0,1.0,150.0,3,12500.0,400.0
Super built-up  Area,Ready To Move,Other,4 BHK,2849.0,5.0,2.0,250.0,4,8775.008775008775,712.25
Built-up  Area,Ready To Move,Other,2 BHK,1000.0,2.0,2.0,42.0,2,4200.0,500.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1216.0,2.0,1.0,75.0,2,6167.763157894737,608.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,2245.0,4.0,2.0,154.0,4,6859.688195991092,561.25
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,1476.0,3.0,1.0,125.0,3,8468.834688346884,492.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,130.0,3,7019.438444924406,617.3333333333334
Super built-up  Area,18-Aug,Other,2 BHK,1225.0,2.0,2.0,47.0,2,3836.734693877551,612.5
Super built-up  Area,Ready To Move,Panathur,3 BHK,1597.0,3.0,1.0,67.12,3,4202.880400751409,532.3333333333334
Super built-up  Area,19-Dec,Jakkur,3 BHK,2423.0,4.0,3.0,160.0,3,6603.38423442014,807.6666666666666
Super built-up  Area,19-Mar,Marathahalli,2 BHK,1152.0,2.0,1.0,90.0,2,7812.5,576.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1762.0,3.0,2.0,133.0,3,7548.240635641317,587.3333333333334
Plot  Area,Ready To Move,Kammasandra,3 Bedroom,1400.0,3.0,2.0,92.0,3,6571.428571428572,466.6666666666667
Plot  Area,Ready To Move,Other,6 Bedroom,2400.0,6.0,3.0,400.0,6,16666.666666666668,400.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,2.0,40.17,2,3389.8734177215188,592.5
Super built-up  Area,18-May,Yelahanka,3 BHK,1890.0,3.0,2.0,108.0,3,5714.285714285715,630.0
Super built-up  Area,Ready To Move,Varthur Road,3 BHK,1247.0,2.0,2.0,58.0,3,4651.162790697675,415.6666666666667
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1201.0,2.0,2.0,59.99,2,4995.004163197335,600.5
Built-up  Area,18-Feb,Other,2 BHK,830.0,2.0,2.0,40.0,2,4819.277108433735,415.0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,30.29,2,2600.0,582.5
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1100.0,1.0,2.0,55.0,2,5000.0,550.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1890.0,2.0,2.0,93.0,3,4920.6349206349205,630.0
Super built-up  Area,Ready To Move,Other,3 BHK,1685.0,3.0,2.0,60.0,3,3560.8308605341244,561.6666666666666
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,3131.0,4.0,3.0,349.0,4,11146.598530820824,782.75
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,1165.0,2.0,1.0,43.0,2,3690.987124463519,582.5
Super built-up  Area,Ready To Move,Other,2 BHK,827.0,2.0,1.0,45.0,2,5441.354292623942,413.5
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,1200.0,4.0,3.0,179.0,4,14916.666666666666,300.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,635.0,1.0,0.0,26.0,1,4094.488188976378,635.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4000.0,4.0,3.0,380.0,4,9500.0,1000.0
Super built-up  Area,Ready To Move,Other,2 BHK,1050.0,2.0,1.0,50.0,2,4761.9047619047615,525.0
Super built-up  Area,22-May,Jakkur,3 BHK,1819.18,3.0,2.0,168.0,3,9234.930023417144,606.3933333333333
Plot  Area,Ready To Move,Kanakapura,3 Bedroom,1500.0,3.0,3.0,125.0,3,8333.333333333334,500.0
Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,1500.0,2.0,2.0,57.0,3,3800.0,500.0
Super built-up  Area,Ready To Move,Benson Town,3 BHK,2850.0,4.0,3.0,470.0,3,16491.22807017544,950.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,3.0,72.0,3,4111.936036550543,583.6666666666666
Super built-up  Area,18-Jan,Other,4 BHK,4750.0,6.0,1.0,1102.0,4,23200.0,1187.5
Super built-up  Area,18-Jun,Bommasandra,2 BHK,1020.0,2.0,1.0,40.89,2,4008.823529411765,510.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1148.0,2.0,1.0,43.5,2,3789.198606271777,574.0
Plot  Area,Ready To Move,Other,3 Bedroom,4273.0,3.0,2.0,1100.0,3,25743.037678446057,1424.3333333333333
Super built-up  Area,Ready To Move,Other,2 BHK,1060.0,2.0,1.0,49.27,2,4648.11320754717,530.0
Built-up  Area,Ready To Move,Haralur Road,2 BHK,1300.0,2.0,2.0,60.0,2,4615.384615384615,650.0
Built-up  Area,Ready To Move,Hormavu,4 Bedroom,3000.0,4.0,0.0,100.0,4,3333.3333333333335,750.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1325.0,2.0,2.0,65.0,2,4905.66037735849,662.5
Super built-up  Area,Ready To Move,Other,2 BHK,1261.0,2.0,2.0,61.0,2,4837.430610626487,630.5
Super built-up  Area,Ready To Move,Other,2 BHK,1100.0,2.0,2.0,46.0,2,4181.818181818182,550.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,700.0,2.0,1.0,33.0,2,4714.285714285715,350.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1675.0,2.0,2.0,135.0,3,8059.701492537313,558.3333333333334
Plot  Area,Ready To Move,Other,4 Bedroom,3400.0,4.0,2.0,190.0,4,5588.235294117647,850.0
Super built-up  Area,18-Aug,Kodihalli,4 BHK,3260.0,5.0,3.0,388.0,4,11901.840490797545,815.0
Super built-up  Area,Ready To Move,Other,2 BHK,1180.0,2.0,2.0,56.0,2,4745.762711864407,590.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2.0,2.0,45.0,2,3879.310344827586,580.0
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,1863.0,3.0,2.0,105.0,4,5636.070853462158,465.75
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1914.0,3.0,2.0,149.0,3,7784.743991640544,638.0
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,1458.0,3.0,2.0,79.0,3,5418.38134430727,486.0
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,1105.0,2.0,1.0,40.0,2,3619.9095022624433,552.5
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,3035.0,5.0,3.0,220.0,3,7248.764415156507,1011.6666666666666
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662.0,3.0,2.0,90.0,3,5415.162454873646,554.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1556.0,3.0,2.0,86.0,3,5526.9922879177375,518.6666666666666
Super built-up  Area,Ready To Move,Jigani,2 BHK,918.0,2.0,2.0,50.0,2,5446.623093681917,459.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1455.0,2.0,1.0,98.0,3,6735.395189003437,485.0
Super built-up  Area,Ready To Move,Other,2 BHK,1205.0,2.0,1.0,70.0,2,5809.128630705394,602.5
Super built-up  Area,Ready To Move,Other,2 BHK,1194.0,2.0,1.0,65.0,2,5443.886097152429,597.0
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,2.0,0.0,75.0,2,6250.0,600.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1100.0,2.0,2.0,52.0,3,4727.272727272727,366.6666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1405.0,3.0,2.0,48.87,3,3478.291814946619,468.3333333333333
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,1.0,56.0,2,6027.9870828848225,464.5
Built-up  Area,Ready To Move,Frazer Town,4 BHK,3436.0,5.0,2.0,341.0,4,9924.330616996507,859.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,2100.0,4.0,3.0,92.0,4,4380.952380952381,525.0
Super built-up  Area,17-Jul,Channasandra,2 BHK,1065.0,2.0,1.0,40.47,2,3800.0,532.5
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,1532.5,3.0,0.0,84.29,3,5500.163132137031,510.8333333333333
Super built-up  Area,18-Apr,Hormavu,2 BHK,1093.0,2.0,1.0,32.78,2,2999.085086916743,546.5
Built-up  Area,Ready To Move,Anandapura,2 BHK,1250.0,2.0,2.0,45.0,2,3600.0,625.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1680.0,3.0,3.0,105.0,3,6250.0,560.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1146.0,2.0,1.0,50.0,2,4363.001745200698,573.0
Super built-up  Area,18-Apr,Other,2 BHK,1250.0,2.0,3.0,58.0,2,4640.0,625.0
Super built-up  Area,17-Oct,Ramagondanahalli,3 BHK,1451.0,3.0,1.0,60.44,3,4165.40317022743,483.6666666666667
Super built-up  Area,Ready To Move,Other,3 BHK,1424.0,2.0,3.0,55.0,3,3862.3595505617977,474.6666666666667
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1435.0,2.0,3.0,62.0,3,4320.557491289199,478.3333333333333
Super built-up  Area,18-Apr,Devanahalli,1 BHK,658.0,1.0,0.0,26.91,1,4089.665653495441,658.0
Super built-up  Area,18-Jan,Bommanahalli,3 BHK,1300.0,3.0,2.0,45.0,3,3461.5384615384614,433.3333333333333
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1242.0,2.0,2.0,65.0,2,5233.494363929147,621.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1910.0,3.0,3.0,119.0,3,6230.366492146597,636.6666666666666
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1610.0,4.0,2.0,85.0,3,5279.503105590062,536.6666666666666
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1127.0,2.0,1.0,65.0,2,5767.524401064774,563.5
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075.0,2.0,1.0,42.0,3,3906.9767441860463,358.3333333333333
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1155.0,2.0,1.0,51.0,2,4415.584415584415,577.5
Super built-up  Area,Ready To Move,Other,3 BHK,1250.0,3.0,1.0,55.0,3,4400.0,416.6666666666667
Plot  Area,18-Mar,Other,3 Bedroom,2200.0,4.0,2.0,160.0,3,7272.727272727273,733.3333333333334
Built-up  Area,Ready To Move,Billekahalli,3 Bedroom,2400.0,3.0,1.0,150.0,3,6250.0,800.0
Super built-up  Area,Ready To Move,Chandapura,2 BHK,876.0,2.0,2.0,29.5,2,3367.5799086757993,438.0
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1850.0,2.0,2.0,89.0,3,4810.810810810811,616.6666666666666
Super built-up  Area,18-Apr,Kadugodi,2 BHK,1314.0,2.0,3.0,83.0,2,6316.590563165905,657.0
Super built-up  Area,20-Aug,Rachenahalli,1 BHK,690.0,1.0,1.0,39.8,1,5768.115942028985,690.0
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,3550.0,2.0,2.0,167.5,4,4718.30985915493,887.5
Built-up  Area,Ready To Move,Other,2 BHK,1230.0,2.0,3.0,55.0,2,4471.544715447155,615.0
Super built-up  Area,18-May,Bommasandra,2 BHK,920.0,2.0,1.0,37.2,2,4043.478260869566,460.0
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1850.0,3.0,3.0,140.0,3,7567.5675675675675,616.6666666666666
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1073.0,2.0,2.0,60.0,2,5591.798695246971,536.5
Super built-up  Area,Ready To Move,Other,3 BHK,1540.0,3.0,3.0,76.0,3,4935.064935064935,513.3333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550.0,3.0,3.0,63.5,3,4096.774193548387,516.6666666666666
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1198.0,2.0,1.0,65.0,2,5425.709515859767,599.0
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,1656.0,3.0,2.0,90.0,3,5434.782608695652,552.0
Super built-up  Area,Ready To Move,Other,3 BHK,1900.0,3.0,3.0,155.0,3,8157.894736842105,633.3333333333334
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1910.0,3.0,2.0,142.0,3,7434.55497382199,636.6666666666666
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1003.0,2.0,1.0,43.0,2,4287.138584247258,501.5
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1495.0,2.0,2.0,67.0,3,4481.605351170569,498.3333333333333
Super built-up  Area,19-Dec,Thanisandra,3 BHK,2172.0,3.0,2.0,76.02,3,3500.0,724.0
Plot  Area,Ready To Move,Sarakki Nagar,4 Bedroom,2400.0,4.0,2.0,358.0,4,14916.666666666666,600.0
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,1.0,2.0,95.0,2,7916.666666666667,600.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1548.0,3.0,1.0,65.0,3,4198.966408268734,516.0
Plot  Area,18-Mar,Other,7 Bedroom,5400.0,5.0,2.0,972.0,7,18000.0,771.4285714285714
Super built-up  Area,18-Dec,Whitefield,4 BHK,2856.0,5.0,0.0,154.5,4,5409.663865546218,714.0
Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689.0,3.0,1.0,103.0,3,6098.283007696862,563.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2.0,1.0,53.0,2,5140.640155189137,515.5
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,2119.0,4.0,2.0,111.0,4,5238.319962246343,529.75
Plot  Area,18-Dec,Whitefield,2 Bedroom,1200.0,2.0,2.0,46.13,2,3844.1666666666665,600.0
Super built-up  Area,Ready To Move,Other,2 BHK,1060.0,2.0,2.0,37.0,2,3490.566037735849,530.0
Super built-up  Area,Ready To Move,Other,2 BHK,1100.0,2.0,1.0,61.0,2,5545.454545454545,550.0
Plot  Area,Ready To Move,Other,4 Bedroom,1350.0,4.0,2.0,225.0,4,16666.666666666668,337.5
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1250.0,2.0,1.0,77.88,3,6230.4,416.6666666666667
Super built-up  Area,18-May,Other,2 BHK,1100.0,2.0,2.0,110.0,2,10000.0,550.0
Plot  Area,18-Aug,Whitefield,2 Bedroom,1200.0,2.0,1.0,46.13,2,3844.1666666666665,600.0
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1420.0,2.0,2.0,46.0,3,3239.43661971831,473.3333333333333
Super built-up  Area,18-Apr,Electronic City,3 BHK,1500.0,2.0,1.0,78.0,3,5200.0,500.0
Built-up  Area,Ready To Move,Other,3 BHK,1942.0,3.0,1.0,155.0,3,7981.462409886714,647.3333333333334
Super built-up  Area,18-Dec,Haralur Road,3 BHK,1985.0,3.0,2.0,130.0,3,6549.11838790932,661.6666666666666
Super built-up  Area,18-Apr,Sarjapur  Road,1 BHK,950.0,1.0,0.0,39.9,1,4200.0,950.0
Plot  Area,Ready To Move,Other,3 Bedroom,1200.0,4.0,2.0,80.0,3,6666.666666666667,400.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1752.0,3.0,2.0,105.0,3,5993.1506849315065,584.0
Plot  Area,Ready To Move,Abbigere,4 Bedroom,1200.0,3.0,2.0,120.0,4,10000.0,300.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1480.0,2.0,2.0,84.0,3,5675.675675675676,493.3333333333333
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1826.0,3.0,2.0,130.0,3,7119.386637458927,608.6666666666666
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,39.33,2,3800.0,517.5
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,2600.0,4.0,2.0,98.0,4,3769.230769230769,650.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1667.0,3.0,2.0,92.0,3,5518.896220755849,555.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,934.0,2.0,2.0,55.0,2,5888.650963597431,467.0
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1620.0,2.0,1.0,76.0,3,4691.358024691358,540.0
Super built-up  Area,17-Jun,Electronic City,2 BHK,1070.0,2.0,1.0,47.0,2,4392.523364485981,535.0
Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,3600.0,5.0,3.0,180.0,5,5000.0,720.0
Super built-up  Area,18-Apr,Uttarahalli,3 BHK,1280.0,2.0,2.0,60.0,3,4687.5,426.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1400.0,2.0,2.0,60.0,2,4285.714285714285,700.0
Built-up  Area,Ready To Move,Other,2 BHK,1330.0,2.0,1.0,64.0,2,4812.0300751879695,665.0
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1611.0,2.0,2.0,48.33,3,3000.0,537.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1405.0,3.0,2.0,58.0,3,4128.113879003558,468.3333333333333
Super built-up  Area,Ready To Move,Other,3 BHK,1515.0,3.0,3.0,90.0,3,5940.59405940594,505.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,1830.0,4.0,2.0,150.0,3,8196.72131147541,610.0
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1710.0,3.0,0.0,60.0,3,3508.7719298245615,570.0
Built-up  Area,Ready To Move,BTM Layout,2 BHK,935.0,2.0,1.0,51.5,2,5508.0213903743315,467.5
Super built-up  Area,18-Apr,Jakkur,3 BHK,2197.0,3.0,2.0,136.0,3,6190.259444697314,732.3333333333334
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1678.0,3.0,2.0,92.13,3,5490.464839094159,559.3333333333334
Built-up  Area,Ready To Move,Brookefield,3 BHK,1410.0,2.0,0.0,80.0,3,5673.758865248227,470.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1125.0,2.0,2.0,65.0,2,5777.777777777777,562.5
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,1191.0,2.0,1.0,55.38,3,4649.8740554156175,397.0
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,1200.0,2.0,2.0,79.0,2,6583.333333333333,600.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1525.0,2.0,3.0,67.0,3,4393.44262295082,508.3333333333333
Super built-up  Area,Ready To Move,Other,3 BHK,1464.0,3.0,3.0,56.0,3,3825.136612021858,488.0
Super built-up  Area,18-Dec,Seegehalli,2 BHK,920.0,2.0,1.0,27.0,2,2934.782608695652,460.0
Built-up  Area,Ready To Move,Yelahanka,1 BHK,651.0,1.0,1.0,17.5,1,2688.1720430107525,651.0
Super built-up  Area,Ready To Move,Chikkabanavar,2 BHK,600.0,1.0,2.0,25.0,2,4166.666666666667,300.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,44.0,2,3713.0801687763715,592.5
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1190.0,2.0,1.0,68.0,2,5714.285714285715,595.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,2856.0,5.0,0.0,158.5,4,5549.7198879551825,714.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1355.0,2.0,3.0,73.0,2,5387.453874538745,677.5
Plot  Area,Ready To Move,KR Puram,2 Bedroom,1200.0,1.0,0.0,65.0,2,5416.666666666667,600.0
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,7000.0,4.0,3.0,550.0,4,7857.142857142857,1750.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,500.0,2.0,1.0,24.0,1,4800.0,500.0
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,3 BHK,1250.0,3.0,3.0,50.0,3,4000.0,416.6666666666667
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1480.0,2.0,1.0,58.0,3,3918.9189189189187,493.3333333333333
Built-up  Area,Ready To Move,Ambalipura,4 BHK,3300.0,4.0,2.0,329.0,4,9969.69696969697,825.0
Super built-up  Area,18-May,KR Puram,3 BHK,1583.0,2.0,2.0,70.445,3,4450.0947567909025,527.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,1206.0,2.0,1.0,53.0,2,4394.69320066335,603.0
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1357.0,2.0,1.0,130.0,2,9579.955784819454,678.5
Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,925.0,2.0,1.0,46.5,2,5027.027027027027,462.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,909.0,2.0,1.0,40.9,2,4499.4499449945,454.5
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,3000.0,5.0,2.0,335.0,3,11166.666666666666,1000.0
Built-up  Area,Ready To Move,Brookefield,2 BHK,1100.0,2.0,1.0,55.0,2,5000.0,550.0
Plot  Area,18-May,Malleshwaram,4 Bedroom,3000.0,5.0,2.0,815.0,4,27166.666666666668,750.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,2.0,44.17,2,3382.08269525268,653.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,1.0,95.0,4,7916.666666666667,300.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,610.0,1.0,1.0,39.0,1,6393.44262295082,610.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1484.0,2.0,2.0,56.4,3,3800.5390835579515,494.6666666666667
Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,1125.0,2.0,1.0,47.0,2,4177.777777777777,562.5
Super built-up  Area,18-Dec,Whitefield,4 BHK,2882.0,5.0,1.0,158.0,4,5482.303955586398,720.5
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,2075.0,3.0,1.0,115.0,3,5542.168674698795,691.6666666666666
Built-up  Area,Ready To Move,Other,2 BHK,1250.0,2.0,1.0,58.0,2,4640.0,625.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,51.5,2,4048.7421383647797,636.0
Super built-up  Area,18-Aug,Other,2 BHK,625.0,2.0,1.0,24.0,2,3840.0,312.5
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,840.0,2.0,2.0,50.0,1,5952.380952380952,840.0
Super built-up  Area,Ready To Move,Hennur Road,4 BHK,2502.0,4.0,2.0,180.0,4,7194.244604316546,625.5
Super built-up  Area,Ready To Move,Rayasandra,1 BHK,583.0,1.0,1.0,26.9,1,4614.065180102916,583.0
Super built-up  Area,18-Dec,Other,2 BHK,900.0,2.0,1.0,27.0,2,3000.0,450.0
Built-up  Area,18-Mar,Kanakapura,3 Bedroom,2200.0,3.0,1.0,121.0,3,5500.0,733.3333333333334
Super built-up  Area,19-Dec,Whitefield,1 BHK,750.0,1.0,1.0,51.0,1,6800.0,750.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1600.0,3.0,3.0,58.0,3,3625.0,533.3333333333334
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1365.0,2.0,2.0,49.0,3,3589.74358974359,455.0
Built-up  Area,21-Dec,Other,3 BHK,1300.0,3.0,2.0,64.0,3,4923.076923076923,433.3333333333333
Built-up  Area,Ready To Move,Other,1 Bedroom,1200.0,1.0,0.0,69.0,1,5750.0,1200.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1260.0,2.0,2.0,35.0,2,2777.777777777778,630.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1190.0,2.0,2.0,33.92,2,2850.4201680672268,595.0
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2480.0,4.0,1.0,260.0,3,10483.870967741936,826.6666666666666
Super built-up  Area,18-May,Other,3 BHK,1250.0,3.0,2.0,38.0,3,3040.0,416.6666666666667
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1500.0,3.0,0.0,75.0,3,5000.0,500.0
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1510.0,3.0,3.0,47.57,3,3150.3311258278145,503.3333333333333
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,1187.0,2.0,1.0,59.0,2,4970.513900589722,593.5
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1120.0,2.0,1.0,53.76,2,4800.0,560.0
Super built-up  Area,20-Dec,Whitefield,2 BHK,1115.0,2.0,0.0,34.555,2,3099.103139013453,557.5
Super built-up  Area,Ready To Move,Other,3 BHK,1717.0,3.0,3.0,99.0,3,5765.87070471753,572.3333333333334
Built-up  Area,Ready To Move,Other,3 BHK,2099.0,3.0,2.0,95.0,3,4525.964745116722,699.6666666666666
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1100.0,2.0,2.0,58.0,2,5272.727272727273,550.0
Plot  Area,Ready To Move,Other,1 Bedroom,1200.0,1.0,0.0,48.0,1,4000.0,1200.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1465.0,2.0,1.0,45.87,3,3131.0580204778157,488.3333333333333
Plot  Area,Ready To Move,Kothanur,1 Bedroom,1500.0,1.0,0.0,75.0,1,5000.0,1500.0
Plot  Area,Ready To Move,Other,5 Bedroom,4050.0,4.0,1.0,600.0,5,14814.814814814816,810.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1255.0,2.0,1.0,90.0,3,7171.314741035857,418.3333333333333
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1220.0,2.0,3.0,88.0,2,7213.11475409836,610.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.88,2,2899.5305164319248,532.5
Built-up  Area,Ready To Move,Sultan Palaya,3 BHK,1765.0,3.0,3.0,80.0,3,4532.57790368272,588.3333333333334
